id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
68356421,,22400.0,22400.0,22400.0, 60 months,12.88,508.3,C,C2,Executive Director,6 years,MORTGAGE,95000.0,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356421,,debt_consolidation,Debt consolidation,290xx,SC,22.98,0.0,Apr-1995,710.0,714.0,0.0,54.0,,16.0,0.0,13028.0,32.7,35.0,w,9912.88,9912.88,19275.33,19275.33,12487.12,6788.21,0.0,0.0,0.0,Feb-2019,508.3,Apr-2019,Mar-2019,589.0,585.0,0.0,54.0,1.0,Individual,,,,0.0,0.0,376218.0,1.0,5.0,0.0,3.0,17.0,171328.0,67.0,3.0,6.0,8121.0,54.0,39800.0,1.0,5.0,0.0,9.0,23514.0,12617.0,39.9,0.0,0.0,150.0,248.0,1.0,1.0,5.0,1.0,,14.0,,2.0,3.0,8.0,4.0,5.0,15.0,10.0,15.0,8.0,16.0,0.0,0.0,0.0,3.0,97.0,25.0,0.0,0.0,436841.0,184356.0,21000.0,191682.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68426545,,16000.0,16000.0,16000.0, 60 months,12.88,363.07,C,C2,Senior Structural Designer,1 year,MORTGAGE,70000.0,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426545,,debt_consolidation,Debt consolidation,786xx,TX,26.4,0.0,Feb-1988,720.0,724.0,0.0,,,13.0,0.0,28705.0,56.3,29.0,w,7080.7,7080.7,13768.04,13768.04,8919.3,4848.74,0.0,0.0,0.0,Feb-2019,363.07,Apr-2019,Mar-2019,754.0,750.0,0.0,,1.0,Individual,,,,0.0,0.0,265836.0,0.0,2.0,0.0,2.0,13.0,33702.0,74.0,1.0,1.0,8739.0,64.0,51000.0,0.0,0.0,1.0,3.0,24167.0,17922.0,61.0,0.0,0.0,147.0,334.0,9.0,9.0,2.0,9.0,,11.0,,0.0,4.0,6.0,5.0,12.0,6.0,10.0,21.0,6.0,13.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,309638.0,62407.0,45900.0,45838.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68338832,,1400.0,1400.0,1400.0, 36 months,12.88,47.1,C,C2,Logistics Manager,3 years,MORTGAGE,64000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68338832,,other,,275xx,NC,34.95,0.0,Jun-1996,700.0,704.0,0.0,,,17.0,0.0,37828.0,67.2,24.0,w,0.0,0.0,1575.160697674,1575.16,1400.0,175.16,0.0,0.0,0.0,Mar-2017,965.36,,Sep-2018,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,325695.0,1.0,3.0,1.0,2.0,2.0,37430.0,67.0,0.0,2.0,7386.0,67.0,56300.0,0.0,2.0,0.0,4.0,19159.0,7940.0,77.0,0.0,0.0,46.0,234.0,18.0,2.0,4.0,28.0,,18.0,,0.0,7.0,11.0,8.0,11.0,3.0,12.0,17.0,11.0,17.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,372109.0,75258.0,34500.0,55501.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66624733,,18000.0,18000.0,18000.0, 60 months,19.48,471.7,E,E2,Software Manager,7 years,RENT,150000.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66624733,,debt_consolidation,Debt consolidation,916xx,CA,9.39,0.0,Jun-2005,665.0,669.0,1.0,,75.0,18.0,1.0,14052.0,40.7,27.0,w,0.0,0.0,9452.74,9452.74,3481.86,4351.98,0.0,1618.9,291.402,May-2017,471.7,,Nov-2017,584.0,580.0,0.0,,1.0,Individual,,,,0.0,60.0,36247.0,2.0,2.0,1.0,3.0,2.0,22195.0,71.0,2.0,4.0,1271.0,55.0,34500.0,2.0,1.0,2.0,7.0,2014.0,5128.0,51.3,0.0,0.0,115.0,112.0,1.0,1.0,2.0,9.0,,2.0,,0.0,6.0,13.0,7.0,8.0,6.0,16.0,19.0,13.0,18.0,0.0,0.0,0.0,3.0,100.0,14.3,1.0,0.0,65819.0,36247.0,10300.0,31319.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68466961,,28000.0,28000.0,28000.0, 36 months,6.49,858.05,A,A2,Senior Manager,10+ years,MORTGAGE,92000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466961,,debt_consolidation,Debt consolidation,275xx,NC,21.6,0.0,May-1984,720.0,724.0,0.0,42.0,,16.0,0.0,51507.0,64.5,24.0,w,0.0,0.0,29939.017729337003,29939.02,28000.0,1939.02,0.0,0.0,0.0,May-2017,17093.51,,Mar-2019,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,221110.0,0.0,2.0,0.0,0.0,27.0,23413.0,55.0,0.0,1.0,8752.0,61.0,79900.0,0.0,1.0,0.0,1.0,13819.0,16623.0,59.9,0.0,0.0,82.0,379.0,19.0,19.0,2.0,19.0,48.0,,42.0,0.0,7.0,9.0,9.0,11.0,4.0,13.0,18.0,9.0,16.0,0.0,0.0,0.0,0.0,91.7,22.2,0.0,0.0,304003.0,74920.0,41500.0,42503.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68354783,,9600.0,9600.0,9600.0, 36 months,7.49,298.58,A,A4,tech,8 years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68354783,,credit_card,Credit card refinancing,299xx,SC,22.44,0.0,Jun-1996,695.0,699.0,0.0,,,7.0,0.0,7722.0,59.4,9.0,w,0.0,0.0,10636.0984276928,10636.1,9600.0,1036.1,0.0,0.0,0.0,Feb-2018,3480.17,,Aug-2018,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,55387.0,0.0,3.0,0.0,0.0,47.0,47665.0,43.0,2.0,2.0,4744.0,50.0,13000.0,0.0,0.0,2.0,2.0,7912.0,4778.0,61.8,0.0,0.0,234.0,91.0,9.0,9.0,0.0,11.0,,9.0,,0.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,88635.0,55387.0,12500.0,75635.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68466916,,25000.0,25000.0,25000.0, 36 months,7.49,777.55,A,A4,Sales Manager,10+ years,MORTGAGE,109000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466916,,debt_consolidation,Debt consolidation,226xx,VA,26.02,0.0,Dec-2001,745.0,749.0,1.0,,,9.0,0.0,20862.0,54.3,19.0,w,0.0,0.0,26224.23,26224.23,25000.0,1224.23,0.0,0.0,0.0,Sep-2016,20807.39,,Apr-2017,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,305781.0,0.0,3.0,0.0,1.0,13.0,47194.0,58.0,0.0,1.0,8937.0,57.0,38400.0,1.0,0.0,1.0,2.0,33976.0,17538.0,54.3,0.0,0.0,142.0,168.0,13.0,13.0,3.0,13.0,,0.0,,0.0,3.0,3.0,5.0,6.0,7.0,5.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,373572.0,68056.0,38400.0,82117.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68577849,,18000.0,18000.0,18000.0, 60 months,11.99,400.31,C,C1,GS-11,10+ years,MORTGAGE,112000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68577849,,debt_consolidation,Debt consolidation,856xx,AZ,8.68,0.0,Nov-1993,800.0,804.0,0.0,,,17.0,0.0,10711.0,15.5,27.0,w,0.0,0.0,18387.22,18387.22,18000.0,387.22,0.0,0.0,0.0,Mar-2016,18004.9,,Mar-2019,794.0,790.0,0.0,,1.0,Individual,,,,0.0,0.0,205067.0,3.0,1.0,2.0,2.0,3.0,25416.0,97.0,2.0,3.0,7672.0,38.0,82400.0,0.0,1.0,1.0,5.0,17089.0,60336.0,16.7,0.0,0.0,109.0,265.0,1.0,1.0,4.0,1.0,,10.0,,0.0,5.0,6.0,12.0,12.0,6.0,15.0,17.0,6.0,16.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,309710.0,36127.0,69800.0,26210.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68506798,,23000.0,23000.0,23000.0, 60 months,8.49,471.77,B,B1,Teacher,5 years,RENT,64000.0,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506798,,credit_card,Credit card refinancing,117xx,NY,18.28,0.0,Sep-2001,700.0,704.0,0.0,29.0,,21.0,0.0,24940.0,52.7,33.0,w,9580.2,9580.2,17900.14,17900.14,13419.8,4480.34,0.0,0.0,0.0,Feb-2019,471.77,Apr-2019,Mar-2019,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,63886.0,0.0,7.0,0.0,0.0,42.0,38946.0,84.0,2.0,3.0,9516.0,68.0,47300.0,0.0,3.0,1.0,3.0,3549.0,15603.0,60.5,0.0,0.0,163.0,171.0,8.0,8.0,0.0,12.0,30.0,8.0,29.0,0.0,6.0,8.0,7.0,8.0,14.0,14.0,19.0,8.0,21.0,0.0,0.0,0.0,2.0,87.9,14.3,0.0,0.0,93962.0,63886.0,39500.0,46662.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68495092,,8650.0,8650.0,8650.0, 36 months,19.89,320.99,E,E3,Program Coordinator ,8 years,RENT,55000.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68495092,,debt_consolidation,Debt consolidation,462xx,IN,25.49,0.0,Mar-2005,675.0,679.0,4.0,,30.0,18.0,1.0,9568.0,46.0,19.0,w,0.0,0.0,9190.49,9190.49,8650.0,540.49,0.0,0.0,0.0,May-2016,8251.42,,Jun-2016,639.0,635.0,0.0,,1.0,Individual,,,,0.0,0.0,18926.0,6.0,1.0,0.0,1.0,19.0,9358.0,51.0,12.0,16.0,653.0,46.0,20750.0,2.0,0.0,5.0,17.0,1051.0,1375.0,45.0,0.0,0.0,129.0,95.0,0.0,0.0,0.0,8.0,,0.0,,0.0,2.0,17.0,2.0,2.0,2.0,17.0,17.0,13.0,18.0,,0.0,0.0,12.0,100.0,50.0,1.0,0.0,38998.0,18926.0,2750.0,18248.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68566886,,29900.0,29900.0,29900.0, 60 months,12.88,678.49,C,C2,Corporate Insurance,10+ years,MORTGAGE,65000.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566886,,debt_consolidation,Debt consolidation,219xx,MD,21.77,0.0,May-2004,715.0,719.0,0.0,,,15.0,0.0,31682.0,46.7,31.0,w,0.0,0.0,34033.2141762065,34033.21,29900.0,4133.21,0.0,0.0,0.0,Mar-2017,25234.24,,Jan-2018,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,220251.0,2.0,1.0,1.0,2.0,9.0,10815.0,69.0,3.0,5.0,12971.0,51.0,67800.0,0.0,4.0,1.0,7.0,15732.0,18383.0,45.9,0.0,0.0,114.0,139.0,5.0,5.0,2.0,5.0,,9.0,,0.0,2.0,5.0,4.0,9.0,8.0,13.0,21.0,5.0,15.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,271700.0,42497.0,34000.0,15574.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
